billing_month,season,avg_temperature_c,household_size,working_days,ownership_status,water_liter,electricity_kwh,gas_m3,energy_efficiency_rating,water_rate,electricity_rate,gas_rate
12,Winter,10.5,3,28.0,Rented,8093.1,424.27,47.14,C,0.0013,0.19,0.07
2,Winter,10.6,4,26.0,Owned,14022.5,429.57,60.77,D,0.0015,0.19,0.06
12,Winter,7.2,1,23.0,Rented,2829.0,257.06,43.88,D,0.0017,0.14,0.06
12,Winter,10.5,1,23.0,Rented,2984.9,97.27,32.45,B,0.0017,0.15,0.1
2,Winter,12.0,3,23.0,Rented,8602.0,393.97,107.88,B,0.0014,0.16,0.07
7,Summer,30.2,5,26.0,Owned,11980.9,887.58,106.29,D,0.0013,0.16,0.1
2,Winter,9.0,3,28.0,Rented,8660.1,264.8,115.87,C,0.0017,0.18,0.08
8,Summer,25.2,4,27.0,Rented,11672.9,703.18,83.53,B,0.0018,0.13,0.06
7,Summer,29.5,3,28.0,Owned,7292.6,449.02,58.24,D,0.001,0.17,0.07
8,Summer,28.8,2,23.0,Owned,6220.5,265.05,43.15,A,0.0017,0.15,0.07
12,Winter,15.0,6,25.0,Rented,20737.6,1616.25,253.05,D,0.0019,0.19,0.09
1,Winter,8.0,4,25.0,Rented,13572.2,471.71,201.39,C,0.0018,0.14,0.05
1,Winter,13.3,3,23.0,Rented,7416.8,280.0,147.73,C,0.0013,0.16,0.09
12,Winter,10.8,4,25.0,Rented,12125.7,758.78,135.62,B,0.0011,0.14,0.09
12,Winter,9.2,5,25.0,Rented,15914.0,802.12,206.89,A,0.0016,0.16,0.09
6,Summer,26.2,3,20.0,Rented,9179.1,790.63,56.43,E,0.0012,0.15,0.09
1,Winter,7.9,5,21.0,Rented,14910.0,927.28,225.03,D,0.002,0.16,0.06
2,Winter,12.6,4,28.0,Rented,10276.9,683.5,146.57,E,0.0014,0.16,0.07
12,Winter,12.8,3,26.0,Owned,10182.1,298.8,106.87,E,0.0018,0.2,0.07
7,Summer,26.9,4,22.0,Rented,12668.6,547.24,78.55,B,0.0017,0.18,0.05
1,Winter,6.4,2,20.0,Owned,6356.3,344.82,78.97,A,0.0012,0.14,0.1
12,Winter,9.0,6,28.0,Rented,18862.2,740.45,238.44,C,0.0018,0.16,0.09
8,Summer,23.5,5,25.0,Owned,18289.3,577.66,106.9,A,0.0017,0.19,0.08
12,Winter,8.8,2,23.0,Rented,6085.1,270.74,81.08,D,0.0014,0.14,0.06
2,Winter,12.4,4,27.0,Rented,13324.9,503.41,175.01,C,0.0018,0.16,0.09
7,Summer,30.6,3,23.0,Owned,9531.3,570.62,58.42,B,0.0019,0.2,0.07
2,Winter,11.3,5,26.0,Rented,17939.6,535.39,161.86,A,0.0011,0.14,0.1
12,Winter,12.0,4,23.0,Rented,12776.2,607.89,147.97,B,0.0015,0.12,0.09
12,Winter,11.4,1,21.0,Rented,3181.0,154.87,46.96,D,0.0015,0.19,0.08
8,Summer,30.0,2,28.0,Rented,5094.0,209.18,37.73,C,0.0015,0.15,0.07
12,Winter,8.4,4,23.0,Rented,11589.2,460.32,153.68,B,0.0016,0.18,0.08
8,Summer,30.8,6,28.0,Owned,20668.4,1021.8,119.58,C,0.0015,0.14,0.09
12,Winter,11.3,3,22.0,Rented,8993.6,408.49,136.9,A,0.0015,0.17,0.09
1,Winter,9.8,5,23.0,Rented,15786.2,1010.77,199.65,B,0.0013,0.18,0.08
1,Winter,9.2,1,21.0,Owned,2742.2,88.57,42.25,B,0.0018,0.14,0.08
6,Summer,23.7,3,28.0,Owned,10299.6,374.37,62.54,C,0.0016,0.19,0.06
8,Summer,30.5,6,20.0,Rented,18319.1,1681.88,134.8,D,0.002,0.16,0.08
8,Summer,26.1,5,27.0,Rented,15991.2,566.82,125.58,B,0.0011,0.14,0.08
1,Winter,11.9,5,28.0,Rented,13375.2,749.15,193.64,A,0.0016,0.19,0.06
8,Summer,28.3,5,27.0,Rented,16436.9,821.67,100.32,D,0.0015,0.15,0.08
2,Winter,9.8,2,25.0,Rented,6750.3,257.66,83.66,A,0.0017,0.13,0.05
6,Summer,27.4,6,20.0,Rented,19756.2,1515.7,123.1,D,0.0017,0.18,0.05
8,Summer,24.8,4,26.0,Rented,12046.7,748.68,79.81,D,0.0017,0.16,0.06
1,Winter,7.5,2,24.0,Rented,5955.8,446.82,88.89,C,0.0012,0.13,0.06
12,Winter,10.2,4,26.0,Owned,13025.2,691.81,161.56,C,0.0018,0.18,0.09
2,Winter,13.9,2,22.0,Rented,6496.7,234.92,75.4,D,0.0014,0.18,0.06
2,Winter,13.2,2,24.0,Owned,6731.6,438.53,70.7,E,0.0016,0.15,0.07
1,Winter,8.2,2,20.0,Owned,7385.2,405.89,68.05,B,0.001,0.18,0.06
2,Winter,12.8,1,26.0,Owned,3740.0,160.85,39.52,D,0.001,0.2,0.09
2,Winter,7.2,4,22.0,Rented,11823.6,601.61,186.81,B,0.0011,0.16,0.06
2,Winter,12.7,4,21.0,Owned,13571.3,529.41,127.9,A,0.0015,0.14,0.06
12,Winter,9.9,6,23.0,Rented,16487.7,852.08,201.18,A,0.0011,0.14,0.09
6,Summer,25.0,5,23.0,Rented,16664.4,838.76,104.91,C,0.0012,0.16,0.08
12,Winter,11.2,6,26.0,Owned,18858.1,1034.53,222.9,C,0.0011,0.17,0.06
8,Summer,29.4,4,18.0,Owned,14355.7,595.18,84.9,D,0.0013,0.16,0.08
6,Summer,25.5,2,18.0,Rented,5833.0,286.67,39.27,B,0.0016,0.16,0.08
1,Winter,14.2,4,22.0,Rented,11924.5,792.27,151.74,D,0.0013,0.17,0.06
1,Winter,8.0,4,26.0,Rented,12301.5,470.88,165.07,A,0.0011,0.17,0.07
6,Summer,25.8,2,24.0,Rented,5808.2,368.86,37.95,D,0.0019,0.16,0.1
12,Winter,11.5,4,21.0,Rented,12043.9,730.56,176.98,D,0.0016,0.15,0.05
2,Winter,12.0,6,27.0,Owned,21395.1,1251.1,210.81,C,0.0016,0.19,0.08
7,Summer,31.9,2,26.0,Rented,6675.8,264.13,41.15,C,0.0014,0.18,0.09
8,Summer,29.5,3,23.0,Rented,9733.8,536.33,61.33,C,0.0011,0.15,0.06
6,Summer,32.6,3,21.0,Owned,9671.0,584.14,52.04,B,0.0019,0.14,0.06
12,Winter,14.3,5,23.0,Owned,15409.0,695.19,211.22,B,0.0018,0.2,0.09
12,Winter,9.8,5,26.0,Rented,16754.4,784.37,210.06,D,0.0014,0.2,0.1
6,Summer,26.9,3,25.0,Rented,9695.6,915.32,59.36,D,0.0016,0.18,0.07
2,Winter,13.5,1,21.0,Rented,2798.2,142.14,46.84,B,0.0012,0.19,0.05
12,Winter,13.3,6,24.0,Owned,15557.5,1178.71,223.08,C,0.0014,0.17,0.1
12,Winter,7.0,5,23.0,Rented,12434.4,624.54,193.67,B,0.0016,0.2,0.06
12,Winter,9.6,3,25.0,Rented,8242.3,252.06,111.94,B,0.0016,0.16,0.06
8,Summer,26.2,2,28.0,Rented,6326.8,452.81,45.53,C,0.0013,0.17,0.06
1,Winter,9.4,1,24.0,Rented,3078.6,161.61,36.12,B,0.0018,0.14,0.05
2,Winter,12.2,1,25.0,Rented,3074.4,175.2,49.97,B,0.0015,0.18,0.08
7,Summer,30.5,5,24.0,Rented,14455.5,1425.57,111.94,C,0.0017,0.18,0.09
8,Summer,28.7,3,27.0,Owned,10331.3,584.56,66.11,C,0.0014,0.17,0.09
12,Winter,11.1,3,28.0,Rented,10472.6,436.93,131.64,B,0.0012,0.17,0.09
6,Summer,26.3,3,21.0,Rented,8246.0,459.4,62.28,B,0.0018,0.17,0.07
1,Winter,9.1,3,22.0,Rented,10998.0,629.19,132.74,B,0.0013,0.18,0.08
12,Winter,10.7,4,28.0,Owned,14435.1,706.85,141.13,A,0.0016,0.2,0.08
2,Winter,5.4,5,21.0,Rented,12818.5,684.91,228.75,B,0.0013,0.13,0.09
6,Summer,27.0,6,20.0,Rented,19084.6,1099.71,110.64,C,0.0019,0.17,0.05
7,Summer,29.6,4,18.0,Owned,12792.8,791.79,82.56,B,0.0017,0.14,0.08
2,Winter,17.3,6,26.0,Owned,19057.2,1133.94,251.83,D,0.0019,0.14,0.06
8,Summer,28.6,5,23.0,Rented,15262.6,799.43,100.09,A,0.0017,0.19,0.06
6,Summer,26.4,4,24.0,Owned,14296.9,941.17,94.42,C,0.0013,0.15,0.05
12,Winter,12.1,1,26.0,Rented,2349.4,161.88,33.19,D,0.0014,0.14,0.06
12,Winter,13.7,4,26.0,Rented,12841.3,500.12,148.04,C,0.0015,0.14,0.09
7,Summer,28.7,2,24.0,Rented,5761.3,375.89,37.98,B,0.0011,0.13,0.08
2,Winter,8.9,3,24.0,Rented,7555.6,408.94,119.77,A,0.0016,0.17,0.06
2,Winter,8.4,2,27.0,Rented,6684.1,289.87,98.37,B,0.0016,0.17,0.06
6,Summer,26.2,1,21.0,Rented,2730.1,128.89,21.53,B,0.0012,0.14,0.09
6,Summer,26.1,3,25.0,Owned,9240.2,311.82,77.34,A,0.0011,0.15,0.06
1,Winter,8.3,2,24.0,Owned,6896.7,471.2,77.54,D,0.0014,0.13,0.07
2,Winter,10.7,5,28.0,Owned,17353.8,720.72,192.49,D,0.002,0.16,0.09
2,Winter,11.2,4,25.0,Rented,12912.1,545.94,169.62,B,0.002,0.13,0.07
1,Winter,8.3,2,25.0,Owned,7395.0,223.79,76.9,A,0.0013,0.19,0.09
2,Winter,12.2,2,22.0,Owned,7101.4,467.67,71.97,D,0.0015,0.16,0.1
6,Summer,27.2,1,21.0,Owned,3349.1,192.78,19.87,D,0.0018,0.15,0.08
6,Summer,24.6,1,28.0,Rented,2475.7,131.72,20.4,C,0.0012,0.14,0.09
1,Winter,8.4,6,25.0,Rented,18739.0,848.95,248.39,B,0.0016,0.15,0.09
12,Winter,12.2,5,23.0,Rented,12860.9,774.68,180.74,B,0.0018,0.13,0.08
2,Winter,11.5,5,25.0,Owned,14176.4,825.7,190.54,D,0.002,0.16,0.1
8,Summer,26.8,5,24.0,Rented,16614.1,973.35,101.9,A,0.0015,0.18,0.05
7,Summer,30.7,4,23.0,Rented,12132.0,772.05,83.11,C,0.0018,0.18,0.08
8,Summer,30.6,6,24.0,Rented,19430.8,725.36,131.08,C,0.0018,0.17,0.05
1,Winter,7.4,6,28.0,Rented,19817.4,1091.64,256.12,B,0.0012,0.14,0.05
8,Summer,27.7,2,22.0,Rented,6002.2,449.94,46.42,E,0.0013,0.14,0.06
2,Winter,9.2,4,23.0,Rented,13295.3,775.13,116.65,D,0.0016,0.19,0.06
12,Winter,11.4,5,20.0,Rented,13666.1,850.63,72.77,A,0.001,0.15,0.06
2,Winter,12.0,5,21.0,Rented,14084.4,838.89,182.26,A,0.0016,0.14,0.09
12,Winter,8.9,5,25.0,Rented,14526.4,743.51,199.5,B,0.001,0.18,0.06
12,Winter,7.1,1,21.0,Rented,3016.6,208.45,21.44,C,0.0018,0.14,0.06
8,Summer,28.9,1,21.0,Rented,3033.3,156.77,20.71,A,0.002,0.15,0.08
8,Summer,25.2,6,27.0,Rented,20171.5,1552.58,114.72,B,0.0018,0.16,0.07
6,Summer,27.5,5,26.0,Rented,17002.0,751.4,83.91,A,0.0017,0.14,0.09
1,Winter,10.5,1,23.0,Rented,3021.4,90.18,42.64,B,0.0011,0.15,0.07
1,Winter,9.1,5,25.0,Rented,13755.1,931.81,190.95,C,0.0019,0.15,0.08
6,Summer,30.2,6,26.0,Owned,20186.1,1193.99,123.64,A,0.0018,0.15,0.1
2,Winter,7.9,4,20.0,Owned,13018.5,746.29,147.18,A,0.0018,0.18,0.08
8,Summer,29.2,2,21.0,Owned,6790.9,336.71,44.19,C,0.0012,0.16,0.06
6,Summer,27.3,3,21.0,Owned,8906.8,417.68,57.26,A,0.0012,0.12,0.07
6,Summer,27.6,3,26.0,Owned,8749.2,528.09,62.79,A,0.0011,0.13,0.06
7,Summer,28.3,1,22.0,Rented,3088.9,197.61,21.56,B,0.0012,0.19,0.06
8,Summer,27.3,6,20.0,Rented,19384.0,1598.37,113.05,D,0.0019,0.14,0.07
2,Winter,11.2,3,20.0,Rented,10042.0,286.19,120.24,C,0.0012,0.16,0.08
1,Winter,8.7,6,23.0,Rented,15812.5,1153.22,284.16,E,0.0016,0.13,0.08
8,Summer,25.7,1,18.0,Owned,3409.0,219.97,20.99,C,0.0017,0.18,0.1
6,Summer,22.5,3,27.0,Rented,8170.1,421.28,78.66,B,0.001,0.13,0.08
2,Winter,9.0,5,23.0,Rented,14540.6,642.51,181.06,B,0.0019,0.19,0.09
2,Winter,10.3,1,22.0,Rented,3001.9,136.07,40.24,C,0.0017,0.16,0.09
8,Summer,30.0,2,26.0,Rented,5858.8,555.33,38.47,E,0.0011,0.18,0.08
8,Summer,26.5,2,21.0,Rented,6491.4,384.27,41.06,D,0.0018,0.2,0.1
8,Summer,29.7,5,28.0,Owned,14787.2,783.48,97.23,B,0.0019,0.13,0.07
12,Winter,10.3,5,23.0,Rented,15987.8,628.04,248.04,A,0.0014,0.18,0.09
8,Summer,28.2,3,23.0,Rented,8174.3,632.67,62.11,D,0.0016,0.19,0.08
12,Winter,8.9,2,24.0,Rented,6304.3,249.05,74.75,A,0.0015,0.12,0.07
2,Winter,10.2,4,24.0,Rented,11136.2,766.03,136.49,C,0.0011,0.13,0.07
12,Winter,10.8,3,24.0,Rented,9609.9,430.2,97.56,D,0.0013,0.16,0.06
7,Summer,31.7,2,28.0,Rented,5580.0,320.42,37.04,D,0.0014,0.2,0.06
7,Summer,32.4,5,24.0,Rented,17286.3,945.28,96.34,D,0.0017,0.19,0.08
1,Winter,4.5,1,22.0,Owned,3109.3,145.55,36.27,D,0.001,0.15,0.08
12,Winter,10.3,4,26.0,Owned,11925.0,447.55,158.62,B,0.001,0.12,0.06
6,Summer,31.3,5,22.0,Rented,15768.0,1175.0,76.16,C,0.0015,0.16,0.06
1,Winter,5.7,1,23.0,Rented,3091.4,146.61,41.18,C,0.0012,0.16,0.07
1,Winter,6.8,6,24.0,Rented,18335.6,878.0,225.86,B,0.0019,0.14,0.07
6,Summer,31.1,4,25.0,Rented,12886.7,639.54,79.0,A,0.0011,0.2,0.1
6,Summer,26.9,3,24.0,Owned,11278.1,550.68,55.22,B,0.0017,0.16,0.08
2,Winter,12.7,4,23.0,Owned,11165.6,566.41,174.37,B,0.0016,0.17,0.09
2,Winter,8.0,3,26.0,Rented,9683.1,376.5,131.04,B,0.0013,0.17,0.08
8,Summer,25.6,3,24.0,Rented,9936.1,405.66,52.51,B,0.0019,0.2,0.08
12,Winter,11.9,4,23.0,Rented,11321.2,610.79,46.42,A,0.0015,0.16,0.09
12,Winter,6.8,6,22.0,Owned,17816.4,1094.89,212.82,C,0.0012,0.13,0.09
12,Winter,10.4,4,28.0,Rented,10437.1,760.88,193.97,B,0.0013,0.19,0.06
1,Winter,6.7,1,25.0,Owned,3481.5,114.47,41.46,A,0.0016,0.12,0.08
7,Summer,32.0,4,21.0,Rented,13822.1,707.6,78.36,C,0.0019,0.2,0.08
8,Summer,27.6,2,27.0,Rented,6693.1,324.58,38.0,A,0.0013,0.18,0.08
2,Winter,9.4,4,25.0,Owned,10418.5,414.58,159.02,B,0.0017,0.18,0.09
8,Summer,28.9,3,27.0,Owned,10277.4,513.8,57.87,B,0.0014,0.18,0.1
7,Summer,31.9,4,24.0,Rented,13347.9,626.75,81.61,B,0.0011,0.17,0.07
6,Summer,29.9,3,26.0,Rented,10065.5,616.3,55.03,B,0.0011,0.12,0.06
2,Winter,11.6,2,22.0,Rented,6493.2,359.68,84.34,B,0.0015,0.12,0.06
8,Summer,27.1,6,21.0,Rented,19224.5,1060.34,109.49,A,0.001,0.14,0.09
12,Winter,10.7,6,26.0,Rented,19087.4,775.5,90.85,B,0.0012,0.17,0.1
12,Winter,10.5,1,23.0,Rented,2785.9,172.83,37.98,B,0.0016,0.14,0.08
7,Summer,30.3,6,25.0,Rented,15820.4,1241.02,116.45,E,0.0018,0.14,0.08
12,Winter,10.6,2,24.0,Rented,6449.4,331.79,79.54,A,0.0013,0.18,0.07
8,Summer,30.2,2,24.0,Rented,6080.4,394.35,47.63,B,0.0018,0.13,0.05
2,Winter,12.9,6,26.0,Rented,17049.6,887.78,236.72,C,0.0014,0.15,0.07
8,Summer,28.1,4,26.0,Rented,12905.1,643.12,82.46,B,0.0016,0.2,0.06
12,Winter,9.8,6,23.0,Rented,21215.5,1153.21,241.92,D,0.0019,0.16,0.05
6,Summer,27.3,1,23.0,Rented,2975.4,165.15,18.93,A,0.0014,0.2,0.06
6,Summer,28.1,1,19.0,Owned,2970.2,120.75,22.03,A,0.001,0.12,0.1
7,Summer,27.3,1,26.0,Owned,3275.7,95.51,17.22,B,0.0012,0.13,0.06
6,Summer,26.8,3,28.0,Owned,9702.4,564.37,68.13,B,0.0017,0.16,0.06
2,Winter,13.6,4,26.0,Rented,13313.4,525.18,135.27,B,0.002,0.16,0.07
8,Summer,29.2,6,16.0,Rented,16956.8,774.17,103.74,B,0.0014,0.15,0.05
2,Winter,9.0,1,26.0,Rented,2901.3,193.5,43.8,D,0.0016,0.15,0.09
6,Summer,23.2,5,20.0,Rented,15746.9,1089.63,86.06,E,0.0011,0.2,0.06
2,Winter,12.7,5,20.0,Owned,16596.1,823.22,162.81,B,0.0019,0.17,0.06
2,Winter,9.7,4,23.0,Rented,12621.3,641.55,184.35,A,0.0013,0.17,0.1
1,Winter,13.6,4,26.0,Rented,13144.4,578.91,160.01,A,0.0017,0.2,0.08
7,Summer,25.6,5,17.0,Owned,15014.2,1247.41,96.25,D,0.0015,0.14,0.08
8,Summer,30.0,3,27.0,Rented,8487.6,461.39,62.22,E,0.0019,0.15,0.07
7,Summer,28.3,1,24.0,Rented,3029.8,132.18,18.12,B,0.0018,0.18,0.07
8,Summer,29.3,2,24.0,Rented,5530.3,640.07,36.84,D,0.0016,0.2,0.1
1,Winter,8.9,3,26.0,Rented,9116.4,311.76,107.05,B,0.001,0.17,0.09
7,Summer,28.3,6,28.0,Rented,18983.9,1113.54,129.76,C,0.0013,0.12,0.06
7,Summer,30.5,1,25.0,Owned,3876.8,102.12,23.24,B,0.0012,0.18,0.08
2,Winter,7.6,1,22.0,Owned,3401.4,174.39,38.47,B,0.001,0.15,0.06
1,Winter,8.1,2,22.0,Rented,6844.9,188.28,61.73,A,0.0019,0.19,0.06
12,Winter,9.2,5,28.0,Rented,16097.1,375.31,168.01,B,0.002,0.15,0.06
6,Summer,25.8,6,24.0,Owned,18153.6,1109.11,113.36,B,0.0011,0.15,0.06
2,Winter,11.3,5,25.0,Rented,14768.3,892.86,43.47,B,0.002,0.18,0.06
8,Summer,28.1,6,24.0,Rented,21826.5,606.42,124.13,A,0.0011,0.19,0.08
8,Summer,27.0,4,22.0,Rented,13980.1,636.73,77.29,D,0.0012,0.2,0.09
7,Summer,29.0,4,23.0,Rented,12215.8,808.59,81.2,C,0.0011,0.17,0.07
8,Summer,27.9,1,21.0,Owned,3293.1,193.15,22.7,B,0.0014,0.17,0.05
12,Winter,11.1,3,19.0,Rented,8768.4,457.56,109.7,C,0.0016,0.18,0.06
7,Summer,29.0,3,24.0,Rented,9189.1,743.01,49.26,C,0.0019,0.13,0.07
2,Winter,11.8,1,23.0,Owned,2753.0,166.19,37.2,A,0.001,0.14,0.08
8,Summer,29.9,3,25.0,Rented,9037.2,440.99,63.77,B,0.0012,0.19,0.09
12,Winter,8.6,6,28.0,Rented,16880.1,744.12,245.65,C,0.0012,0.16,0.09
12,Winter,9.8,3,18.0,Rented,9170.9,559.73,122.17,D,0.0012,0.13,0.06
2,Winter,10.4,5,28.0,Rented,17967.7,624.85,205.43,D,0.001,0.12,0.06
12,Winter,10.3,3,23.0,Rented,8501.6,539.37,103.83,D,0.0013,0.17,0.05
6,Summer,26.8,4,21.0,Rented,12286.5,614.33,72.73,A,0.0011,0.19,0.07
6,Summer,28.9,3,22.0,Owned,10198.3,432.94,63.45,A,0.0016,0.15,0.06
12,Winter,14.2,3,28.0,Owned,10412.3,356.54,120.72,B,0.0016,0.13,0.09
6,Summer,25.2,4,22.0,Rented,10890.5,846.83,81.27,A,0.0017,0.16,0.05
2,Winter,15.7,3,25.0,Owned,10520.4,303.64,99.22,B,0.0014,0.15,0.08
7,Summer,30.7,6,19.0,Rented,18040.5,1392.77,109.26,B,0.001,0.19,0.08
1,Winter,11.5,5,22.0,Rented,16458.7,1151.67,187.04,C,0.0012,0.13,0.08
8,Summer,27.8,6,26.0,Rented,17679.0,1831.94,143.83,C,0.002,0.16,0.09
2,Winter,9.4,1,24.0,Rented,3340.4,125.33,37.18,C,0.0019,0.14,0.05
6,Summer,29.0,4,28.0,Rented,11225.8,816.82,69.21,D,0.0014,0.17,0.05
12,Winter,11.9,5,24.0,Owned,17358.4,923.67,223.13,B,0.0019,0.15,0.06
6,Summer,25.7,1,26.0,Rented,3018.5,157.19,20.04,C,0.0015,0.16,0.06
8,Summer,26.6,5,23.0,Rented,14033.5,503.77,93.34,B,0.0016,0.19,0.09
7,Summer,30.3,3,23.0,Rented,9484.7,375.14,49.0,A,0.0012,0.19,0.08
1,Winter,10.3,4,22.0,Owned,12871.5,429.72,156.77,C,0.0011,0.14,0.08
6,Summer,27.5,3,22.0,Rented,8367.5,421.99,55.58,B,0.0013,0.13,0.08
6,Summer,24.5,3,23.0,Rented,9662.6,469.97,60.45,A,0.0013,0.17,0.06
7,Summer,32.7,1,23.0,Rented,2901.9,115.91,22.74,A,0.0014,0.16,0.06
6,Summer,28.4,1,22.0,Owned,3386.9,241.32,19.03,E,0.0013,0.17,0.09
2,Winter,14.9,4,28.0,Rented,12883.2,642.18,150.4,B,0.0015,0.19,0.08
1,Winter,8.3,2,20.0,Rented,5333.9,316.69,83.33,C,0.001,0.16,0.06
7,Summer,29.8,4,25.0,Owned,11227.7,865.88,63.32,C,0.0017,0.18,0.07
1,Winter,8.1,1,27.0,Rented,2958.3,208.59,35.58,D,0.0013,0.13,0.07
12,Winter,10.7,6,22.0,Rented,15766.2,622.8,238.74,A,0.0012,0.18,0.07
12,Winter,10.0,1,22.0,Owned,4122.5,152.71,39.32,B,0.002,0.19,0.08
7,Summer,29.2,2,18.0,Owned,6929.0,194.82,33.14,A,0.0012,0.17,0.09
6,Summer,26.9,2,23.0,Owned,5481.5,404.2,43.12,C,0.0013,0.14,0.08
12,Winter,12.5,5,21.0,Rented,12546.0,647.09,195.13,C,0.0014,0.19,0.07
8,Summer,32.2,4,24.0,Owned,13905.0,660.89,79.37,B,0.0011,0.14,0.07
1,Winter,6.5,5,28.0,Rented,17641.3,715.12,222.2,B,0.002,0.14,0.09
7,Summer,29.7,5,24.0,Owned,18337.8,767.61,110.63,A,0.0017,0.14,0.08
7,Summer,30.2,2,23.0,Owned,6716.6,434.78,40.06,D,0.0017,0.15,0.1
12,Winter,9.3,1,24.0,Rented,2454.0,99.88,35.81,B,0.001,0.15,0.07
7,Summer,33.2,6,27.0,Rented,16943.1,1818.69,126.17,D,0.0013,0.16,0.09
12,Winter,9.1,6,27.0,Owned,17045.6,1132.08,239.17,B,0.0013,0.19,0.06
2,Winter,11.4,3,23.0,Rented,8963.1,426.67,91.9,B,0.0019,0.15,0.08
6,Summer,24.7,6,24.0,Rented,12722.3,1156.87,156.58,E,0.0012,0.16,0.09
12,Winter,10.6,3,24.0,Rented,9752.0,345.14,131.75,D,0.0015,0.15,0.1
6,Summer,25.8,6,28.0,Rented,20113.0,1143.03,129.44,E,0.0018,0.18,0.06
1,Winter,9.3,5,26.0,Rented,16425.9,930.74,211.37,C,0.0015,0.15,0.09
1,Winter,9.6,4,27.0,Rented,13360.4,744.81,180.29,C,0.0018,0.17,0.08
1,Winter,5.2,5,27.0,Owned,18128.6,699.48,199.39,B,0.0016,0.14,0.06
8,Summer,27.4,1,23.0,Owned,2496.9,118.0,21.86,C,0.0014,0.18,0.05
12,Winter,9.5,3,24.0,Rented,8782.3,464.39,122.12,A,0.0017,0.18,0.08
6,Summer,23.0,3,25.0,Owned,8948.3,731.64,67.25,B,0.0012,0.15,0.06
12,Winter,11.1,1,24.0,Rented,3472.0,174.87,43.04,B,0.0013,0.15,0.05
7,Summer,26.9,1,27.0,Rented,2639.3,97.88,20.73,B,0.0015,0.17,0.08
2,Winter,12.0,3,28.0,Owned,12078.7,517.36,105.32,B,0.0015,0.14,0.06
12,Winter,10.1,5,28.0,Owned,15947.2,942.62,228.02,B,0.0015,0.2,0.1
7,Summer,27.0,5,28.0,Rented,14826.1,843.2,98.46,E,0.0011,0.18,0.08
12,Winter,9.8,1,18.0,Rented,2924.7,172.63,30.8,B,0.0013,0.13,0.05
12,Winter,12.8,2,26.0,Rented,6545.8,269.55,92.51,B,0.0018,0.14,0.09
8,Summer,29.8,2,27.0,Owned,6159.2,283.66,47.21,B,0.0012,0.17,0.05
1,Winter,11.7,6,23.0,Rented,20073.7,1159.25,206.01,B,0.0018,0.13,0.1
12,Winter,13.7,5,25.0,Rented,14591.9,1114.05,234.84,D,0.0012,0.2,0.05
6,Summer,25.0,6,23.0,Rented,16284.6,639.99,112.11,A,0.0016,0.18,0.09
2,Winter,9.2,6,18.0,Rented,19045.8,886.41,50.01,B,0.0019,0.13,0.1
6,Summer,23.5,4,21.0,Rented,11268.0,528.46,90.62,B,0.0016,0.13,0.07
7,Summer,29.1,3,19.0,Rented,9443.0,466.24,52.92,B,0.001,0.18,0.08
2,Winter,9.1,5,26.0,Rented,14642.2,775.86,250.38,B,0.0018,0.18,0.08
7,Summer,27.8,1,23.0,Rented,3271.2,122.54,22.34,B,0.001,0.19,0.07
6,Summer,26.3,1,18.0,Rented,3114.1,154.48,19.87,B,0.0012,0.2,0.1
7,Summer,26.3,5,23.0,Rented,15131.0,693.65,103.85,A,0.0016,0.19,0.09
1,Winter,4.6,4,26.0,Owned,12796.0,714.98,165.88,B,0.0019,0.2,0.07
12,Winter,8.5,2,19.0,Rented,6609.6,345.56,82.48,B,0.0017,0.18,0.06
1,Winter,10.2,3,27.0,Rented,8678.7,437.03,119.43,A,0.0019,0.14,0.08
2,Winter,13.3,5,25.0,Rented,15018.2,518.07,201.37,D,0.0014,0.13,0.09
1,Winter,9.9,1,23.0,Rented,3116.3,62.49,45.62,B,0.002,0.17,0.07
12,Winter,11.0,3,28.0,Owned,9770.0,441.19,126.8,A,0.0019,0.19,0.06
12,Winter,10.0,4,25.0,Owned,14422.5,848.77,161.12,D,0.0013,0.12,0.09
1,Winter,10.2,2,27.0,Owned,7150.7,142.18,67.94,D,0.0015,0.16,0.09
12,Winter,7.9,2,23.0,Owned,6575.5,377.77,83.75,D,0.0019,0.19,0.09
1,Winter,10.1,6,21.0,Rented,19174.2,1393.84,235.25,D,0.0012,0.13,0.06
8,Summer,26.8,6,25.0,Rented,18989.3,1070.74,125.57,B,0.0015,0.16,0.08
7,Summer,24.2,2,28.0,Owned,8041.0,439.26,45.05,B,0.0014,0.13,0.1
2,Winter,8.8,5,23.0,Owned,14490.2,674.68,216.2,C,0.0011,0.13,0.06
7,Summer,26.7,5,25.0,Rented,14273.1,453.99,121.82,B,0.0014,0.16,0.07
2,Winter,14.0,5,21.0,Rented,15195.8,576.58,210.38,B,0.0011,0.13,0.06
1,Winter,8.2,1,24.0,Owned,3586.8,114.87,32.86,A,0.002,0.14,0.06
1,Winter,11.7,1,27.0,Rented,2442.0,163.04,39.36,B,0.0011,0.16,0.08
1,Winter,7.4,1,24.0,Rented,2319.7,132.39,40.47,A,0.0017,0.12,0.08
8,Summer,29.2,1,27.0,Owned,3917.2,213.62,25.03,D,0.0012,0.19,0.09
8,Summer,26.6,6,24.0,Rented,17508.8,1114.53,126.79,E,0.0013,0.12,0.06
